SK_ID_CURR,TARGET
100001,0.06505115350365899
100005,0.12640086286207214
100013,0.08123883481753814
100028,0.06150936361445509
100038,0.12830764326246155
100042,0.055893562654302655
100057,0.08303505659957812
100065,0.12547014945404755
100066,0.05035906244185301
100067,0.10329456967704863
100074,0.06324561358749253
100090,0.11512749959390199
100091,0.11715822104511223
100092,0.09810110738049097
100106,0.15582105555336925
100107,0.11181272003296602
100109,0.09856982364431131
100117,0.07621643925456385
100128,0.0734935018500487
100141,0.08792808085047807
100150,0.07549698001080203
100168,0.06499484686526817
100169,0.04432495822613238
100170,0.08690339091889726
100171,0.09982796639888068
100172,0.12153726652090685
100184,0.07391717210447457
100187,0.06173908150778889
100212,0.08580741486609238
100222,0.08476303380360346
100223,0.06309495139766641
100232,0.07324641756621232
100241,0.1411894160301818
100245,0.07944665703269006
100253,0.061443411077204906
100256,0.0945055225006066
100271,0.05483319047297365
100278,0.10646984965464183
100280,0.07066897821557816
100306,0.15388845599462234
100311,0.10708583173122707
100312,0.06354206411778865
100330,0.07495907404325679
100331,0.08947734436037075
100352,0.09284457873378965
100358,0.09300646295957904
100367,0.08562889481562205
100382,0.0852810647115961
100384,0.07421528114337465
100385,0.11568043013464616
100386,0.09037798935695132
100399,0.07180169163277558
100404,0.06926376142877252
100416,0.07177980818878783
100422,0.12102744691321068
100426,0.0794346542050855
100438,0.06845415904714298
100444,0.11472582332051413
100445,0.12338752376867876
100446,0.11718791412933058
100447,0.06484685933662432
100450,0.073684897940814
100466,0.08577776882932897
100483,0.07288528331888562
100484,0.052560838077373766
100494,0.08403868913148668
100510,0.12550612364273958
100512,0.059550916846472776
100517,0.06955169980080028
100548,0.05836370540743322
100551,0.0700706644788238
100552,0.1256188788202177
100553,0.08592070699338535
100561,0.09290545248633343
100568,0.12349820383732121
100569,0.06932599505218809
100591,0.09532500450649677
100592,0.047867000479934384
100602,0.1076153097821073
100607,0.07915733752121473
100613,0.08342402592094025
100617,0.07819070190652498
100618,0.09140864410334729
100622,0.16354194746655262
100625,0.12431263176237191
100677,0.08352778474211338
100699,0.07670660572911978
100702,0.13677986299869774
100711,0.08414673212557172
100729,0.1370049868961548
100740,0.11816033287164776
100744,0.10482654720052277
100745,0.10250459482496348
100747,0.1000602256322179
100751,0.1110557246368185
100752,0.08554727492674796
100753,0.145713595978099
100754,0.09584956063196268
100760,0.10778869724450375
100762,0.09414765932663514
100763,0.07689646213231564
100765,0.07605647559910436
100770,0.10165115911132175
100772,0.08600916255940495
100777,0.08513413574717509
100791,0.0688943662296549
100792,0.05947658166287266
100797,0.08817675375476751
100823,0.09451281696192228
100826,0.09202204145795945
100830,0.06687916893389162
100836,0.13168645541781857
100872,0.08325691765578372
100910,0.08810221959395802
100913,0.05843467780953758
100918,0.07937864673538472
100931,0.05514747184902416
100952,0.11949028480529325
100953,0.1017295423941372
100965,0.1049851632444045
100970,0.08125807408719696
100982,0.12076705043209852
100983,0.08480641018997762
100984,0.0685520953590199
100987,0.11510383336707546
100997,0.0912156706573603
100998,0.1314093219068118
101002,0.0974658315335629
101005,0.1345343870995149
101008,0.12053593394277935
101020,0.0944068816820664
101021,0.0910559206009877
101024,0.09414318667965528
101025,0.12711103422962236
101026,0.09416244449873672
101031,0.08579609370327178
101041,0.05721681798444156
101051,0.06411509120527628
101055,0.08877760222898105
101056,0.13112088317061937
101057,0.10187608479978894
101064,0.07281106654750838
101079,0.07948754488696332
101087,0.08834801209149985
101090,0.0642474608644028
101092,0.0906246616143494
101097,0.09630861490977705
101099,0.055576930520801524
101107,0.08948925292336836
